"branca","nota","id","descrizione","tariffa"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915224,"ANALISI MUTAZIONALE GENE: beta Globina
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",725
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915225,"ANALISI MUTAZIONALE GENE: beta Globina
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.1 ANALISI DI MUTAZIONI DEL DNA Con Reverse Dot Blot (da 2 a 10 mutazioni)",600
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915226,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE beta Globina
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus) - 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification)",230
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915227,"ANALISI MUTAZIONALE GENE: delta Globina
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",385
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915228,"ANALISI MUTAZIONALE GENI Gamma globinici
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1025
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915229,"ANALISI MUTAZIONALE GENE: Pendrin
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1315
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915230,"ANALISI MUTAZIONALE GENE: Pendrin
(analisi parziale)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1195
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915231,"ANALISI MUTAZIONALE GENE: MeCP2
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione plimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)91.30.2 ANALISI DI POLIMORFISMI (str, VNTR) Con reazione polimerasica a catena ed elettroforesi (per locus) - MPLA",1025
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915232,"ANALISI METILAZIONE PW/A
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.36.4 DIGESTIONE DI DNA CON ENZIMI DI RESTRIZIONE, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi",144
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915233,"ANALISI IMPRINTING
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.36.4 DIGESTIONE DI DNA CON ENZIMI DI RESTRIZIONE, 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus) - MPLA (Multiple Ligation dependent Probe Amplification)",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915234,"Ricerca espansione di triplette Gene: FMR1
Incluso: 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi,
91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus), 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali.",230
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915235,"Ricerca di espansione di triplette mediante long range PCR Gene FMR1
Incluso: 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi,
91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus), 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali.",414
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915236,"Ricerca di espansione di triplette mediante long range PCR e analisi di metilazione Gene FMR1
Incluso: 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification), 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus), 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali.",670
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915237,"RICERCA DI MUTAZIONE GENE  CFTR 32-38 mutazioni
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali;  91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi; 91.30.3 (ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO  (Blocchi di circa 400 bp)",365
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915238,"RICERCA DI MUTAZIONE GENE CFTR 53-60 mutazioni 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali;  91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi; 91.30.3 (ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO  (Blocchi di circa 400 bp)",450
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915239,"RICERCA DI MUTAZIONE GENE CFTR 68-72 mutazioni 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catenna e elettroforesi, 91.30.3 (ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",540
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915240,"RICERCA DI MUTAZIONE GENE CFTR
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi,
91.30.3 (ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3150
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915241,"RICERCA DI MUTAZIONE GENE CFTR
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification)",230
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915242,"DELEZIONE PARZIALE DEL CROMOSOMA Y, REGIONE AZF 
(test mirato) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi",155
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915243,"ANALISI MUTAZIONALE GENE HFE 
(test mirato) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) 
Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.38.1 RICERCA MUTAZIONE (DGGE) Ricerca heteroduplex(HA)",235
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915244,"ANALISI MUTAZIONALE GENE PKD1
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.38.1 RICERCA MUTAZIONE (DGGE) Ricerca heteroduplex (HA), 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp",3450
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915245,"ANALISI MUTAZIONALE GENE PKD2
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.38.1 RICERCA MUTAZIONE (DGGE) Ricerca heteroduplex (HA), 91.30.3ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1450
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915246,"ANALISI MUTAZIONALE GENE PKD2
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.38.1 RICERCA MUTAZIONE (DGGE) Ricerca heteroduplex (HA), 91.30.3ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",4820
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915247,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] GENE GJB6 (CX30) 
(test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.2 ANALISI DEL DNAPER POLIMORFISMO Con reazione polimerasica a catena, digestione enzimatica ed elettroforesi",120
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915248,"ANALISI MUTAZIONALE DNA MITOCONDRIALE 
(test mirato) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, (91.29.2) ANALISI DEL DNA PER POLIMORFISMOCon reazione polimerasica a catena, digestione enzimatica ed elettroforesi, 91.38.1 RICERCA MUTAZIONE (DGGE) Ricerca heteroduplex (HA)",230
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915249,"ANALISI MUTAZIONALE GENE GJB2 (CX26) e gene GJB6 (CX30) e DNA MITOCONDRIALE 
(test completo) 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.2 ANALISI DEL DNAPER POLIMORFISMO Con reazione polimerasica a catena, digestione enzimatica ed elettroforesi, 91.38.1 RICERCA MUTAZIONE (DGGE) Ricerca heteroduplex (HA), 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",550
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr ",915250,"ANALISI MUTAZIONALE GENE: GJB2
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",440
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915251,"ANALISI MUTAZIONALE GENE: GJB6 Cx30
(test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi,",160
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915252,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] CROMOSOMA Y
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi.",102
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915253,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] REGIONE CROMOSOMICA 22q11.2 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi corialie - 91.29.9 ANALISI SEMIQUANTITATIVADI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification)",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915254,"RICERCA DI RIARRANGIAMENTI [inserzioni/delezioni] REGIONI CROMOSOMICHE 22q11 22q13 10p14 8p23 4q34-ter 9q34.3 17p13.3
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi corialie  91.29.9 ANALISI SEMIQUANTITATIVA DI DNA mediante MLPA (Multiple Ligation dependent Probe Amplification)",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915255,"Analisi mutazionale gene ABCB4 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3000
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915256,"Analisi mutazionale gene ABCB11 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3000
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915257,"Analisi mutazionale gene ATP8B1 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3000
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915258,"Analisi mutazionale gene IL2RA Interleukin-2 receptor, alpha chain 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 (ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO  (Blocchi di circa 400 bp)",1200
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915259,"Analisi mutazionale gene SF3B4
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1025
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915260,"ANALISI MUTAZIONALE GENE CASP10 (test completo) Incluso: 90.81.5 TIPIZZAZIONE SOTTOPOPOLAZIONI DI CELLULE DEL SANGUE,  91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale)  da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1430
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915261,"ANALISI MUTAZIONALE GENE ASPA (test completo)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1025
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915262,"Analisi mutazionale gene MED12 test mirato 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",385
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915263,"Analisi mutazionale sindrome di Noonan GENI NRAS, CBL-A, RRAS, MEK2 (test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 (ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO  (Blocchi di circa 400 bp)",1980
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",915264,"Analisi mutazionale gene PTPN11 test completo 
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.29.3 ANALISI DI MUTAZIONE DEL DNA  Con reazione polimerasica a catena e elettroforesi; 91.30.3 (ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO  (Blocchi di circa 400 bp)",1880
